EAR,MAR,Pitch,Roll,Yaw,Label0.3101,0.0008,-1.81,3.6,-2.74,Alert
0.2796,0.0022,-1.68,3.46,-3.05,Alert
0.284,0.0031,-1.6,3.49,-3.01,Alert
0.2844,0.002,-1.85,3.47,-3.35,Alert
0.2844,0.0024,-1.37,3.57,-3.81,Alert
0.2768,0.002,-1.36,3.5,-3.03,Alert
0.2771,0.0017,-1.65,3.44,-3.08,Alert
0.2804,0.0009,-1.86,3.57,-2.84,Alert
0.2804,0.0006,-2.15,3.48,-2.55,Alert
0.2932,0.0004,-1.93,3.46,-3.01,Alert
0.2884,0.0019,-1.96,3.53,-3.56,Alert
0.2691,0.0017,-1.78,3.5,-3.5,Alert
0.2726,0.0028,-1.45,3.45,-2.9,Alert
0.2733,0.0025,-1.72,3.38,-3.07,Alert
0.2719,0.0026,-1.45,3.26,-3.11,Alert
0.279,0.0025,-1.46,3.45,-3.38,Alert
0.2796,0.0032,-1.43,3.39,-2.85,Alert
0.2774,0.0012,-0.94,3.34,-2.89,Alert
0.2851,0.0008,-0.93,3.4,-2.94,Alert
0.2751,0.0024,-1.01,3.42,-3.54,Alert
0.2626,0.0023,-1.63,3.3,-3.07,Alert
0.2672,0.0017,-1.37,3.43,-3.42,Alert
0.2706,0.0033,-2.1,3.46,-3.41,Alert
0.2813,0.0025,-1.63,3.49,-3.6,Alert
0.2566,0.0014,-1.49,3.41,-4.11,Alert
0.262,0.0007,-1.83,3.45,-4.09,Alert
0.2591,0.0005,-2.16,3.36,-3.73,Alert
0.2575,0.0017,-1.29,3.45,-3.63,Alert
0.2574,0.0014,-2.27,3.42,-3.7,Alert
0.2574,0.0017,-1.96,3.4,-3.5,Alert
0.2574,0.001,-1.86,3.36,-3.61,Alert
0.2464,0.0021,-1.66,3.36,-3.58,Alert
0.2504,0.0015,-2.17,3.32,-3.31,Alert
0.257,0.0013,-1.41,3.29,-3.29,Alert
0.2675,0.0009,-1.96,3.41,-3.53,Alert
0.257,0.0012,-1.41,3.38,-3.48,Alert
0.2554,0.0007,-1.11,3.38,-3.37,Alert
0.2545,0.001,-1.71,3.27,-3.77,Alert
0.2597,0.0019,-1.2,3.26,-4.22,Alert
0.2622,0.0016,-1.57,3.14,-3.4,Alert
0.2565,0.0032,-1.89,3.11,-4.25,Alert
0.2534,0.0032,-1.81,3.34,-3.85,Alert
0.2557,0.003,-1.9,3.25,-4.0,Alert
0.2566,0.0017,-1.72,3.34,-4.16,Alert
0.2566,0.0021,-1.74,3.27,-3.94,Alert
0.2566,0.0015,-1.79,3.28,-3.76,Alert
0.2566,0.0012,-1.6,3.32,-3.91,Alert
0.2497,0.0013,-2.01,3.35,-3.87,Alert
0.2575,0.0002,-1.64,3.35,-4.66,Alert
0.2589,0.0002,-1.88,3.24,-4.37,Alert
0.2731,0.0007,-1.27,3.28,-4.23,Alert
0.2663,0.0007,-1.75,3.41,-5.07,Alert
0.2678,0.0003,-1.22,3.17,-4.04,Alert
0.2622,0.0013,-1.63,3.02,-3.3,Alert
0.2578,0.0016,-1.86,3.15,-3.63,Alert
0.2617,0.001,-2.02,3.05,-3.48,Alert
0.2711,0.0008,-1.6,3.2,-4.03,Alert
0.2705,0.0013,-1.6,3.18,-4.27,Alert
0.2716,0.0021,-1.66,3.13,-3.17,Alert
0.2763,0.0018,-1.27,3.26,-3.94,Alert
0.2799,0.0011,-1.63,3.39,-4.02,Alert
0.2727,0.0012,-1.28,3.29,-3.92,Alert
0.2808,0.0015,-1.19,3.26,-4.05,Alert
0.2808,0.0017,-1.2,3.23,-3.41,Alert
0.2808,0.0019,-1.43,3.24,-4.08,Alert
0.2742,0.0017,-1.55,3.28,-3.84,Alert
0.2731,0.0008,-1.86,3.32,-3.75,Alert
0.2731,0.0013,-1.89,3.35,-3.67,Alert
0.263,0.0006,-1.43,3.22,-4.07,Alert
0.2511,0.001,-1.29,3.29,-3.79,Alert
0.2422,0.0015,-1.29,3.24,-3.25,Alert
0.2265,0.002,-1.5,3.47,-3.89,Alert
0.2336,0.0021,-2.41,3.62,-3.87,Alert
0.2213,0.0022,-2.61,3.47,-3.77,Alert
0.2166,0.0028,-2.09,3.52,-4.26,Alert
0.2228,0.0013,-2.22,3.38,-4.1,Alert
0.2178,0.0019,-2.2,3.48,-3.8,Alert
0.2057,0.0016,-2.41,3.6,-3.22,Alert
0.2124,0.0012,-2.15,3.47,-3.86,Alert
0.2061,0.0022,-2.0,3.55,-4.05,Alert
0.2185,0.0015,-2.47,3.47,-3.73,Alert
0.2037,0.0019,-1.98,3.31,-3.86,Alert
0.2133,0.002,-0.59,3.93,-5.12,Alert
0.2183,0.0018,-1.68,3.55,-4.62,Alert
0.2139,0.0011,-1.29,3.58,-4.36,Alert
0.2293,0.0009,-1.34,3.52,-4.22,Alert
0.2343,0.0011,-1.43,3.45,-4.54,Alert
0.2374,0.0011,-1.23,3.35,-4.51,Alert
0.2345,0.002,-1.32,3.34,-5.23,Alert
0.2469,0.0021,-1.87,3.18,-3.69,Alert
0.2172,0.001,-1.81,3.14,-4.93,Alert
0.2192,0.0014,-2.09,3.16,-4.89,Alert
0.2182,0.0013,-1.55,3.01,-3.97,Alert
0.2308,0.0014,-1.33,2.96,-4.29,Alert
0.232,0.0023,-1.12,2.99,-4.59,Alert
0.2285,0.0002,-1.51,3.12,-4.15,Alert
0.2247,0.0008,-1.96,3.03,-3.9,Alert
0.2308,0.0004,-1.67,3.01,-3.44,Alert
0.2296,0.0014,-1.59,3.09,-3.57,Alert
0.2308,0.0012,-1.9,2.97,-3.2,Alert
0.2337,0.0008,-1.77,2.87,-2.86,Alert
0.2288,0.0024,-1.5,2.77,-2.94,Alert
0.2295,0.0014,-1.68,2.86,-3.42,Alert
0.2337,0.001,-1.69,2.72,-3.28,Alert
0.2286,0.002,-2.29,2.81,-3.52,Alert
0.2305,0.0013,-1.24,2.79,-4.43,Alert
0.2397,0.0011,-1.36,2.86,-4.17,Alert
0.2397,0.0014,-0.9,2.84,-4.09,Alert
0.2369,0.0013,-1.14,2.88,-4.26,Alert
0.2354,0.0009,-1.39,2.84,-3.94,Alert
0.2383,0.0026,-1.76,2.69,-4.11,Alert
0.2346,0.0018,-1.66,2.63,-3.45,Alert
0.2381,0.0015,-1.23,2.61,-3.34,Alert
0.2328,0.0026,-1.83,2.78,-3.77,Alert
0.233,0.0019,-1.44,2.7,-3.76,Alert
0.233,0.0019,-1.53,2.72,-3.83,Alert
0.2308,0.0022,-1.72,2.76,-3.35,Alert
0.2378,0.0028,-1.75,2.86,-4.44,Alert
0.2346,0.0023,-1.94,2.81,-3.52,Alert
0.2298,0.002,-1.42,2.83,-4.0,Alert
0.2432,0.0023,-1.47,2.77,-3.73,Alert
0.2328,0.0026,-1.19,2.79,-3.66,Alert
0.2466,0.0027,-1.13,2.72,-4.12,Alert
0.2402,0.0026,-1.56,2.92,-3.3,Alert
0.2442,0.0023,-1.51,2.72,-3.66,Alert
0.2489,0.0017,-1.42,3.03,-4.24,Alert
0.2507,0.0029,-1.67,2.92,-3.6,Alert
0.2445,0.0022,-1.66,2.89,-3.68,Alert
0.253,0.002,-1.83,2.91,-3.73,Alert
0.2378,0.002,-1.77,2.95,-3.84,Alert
0.245,0.0016,-1.84,2.86,-4.09,Alert
0.2492,0.0016,-1.76,2.97,-4.04,Alert
0.2508,0.0016,-1.32,2.97,-4.23,Alert
0.235,0.0009,-1.34,3.07,-4.09,Slightly_Drowsy
0.2477,0.0014,-1.16,2.91,-3.77,Slightly_Drowsy
0.2534,0.0024,-1.23,2.96,-4.18,Slightly_Drowsy
0.2503,0.0007,-1.2,3.15,-4.3,Slightly_Drowsy
0.2402,0.0018,-0.94,2.93,-3.77,Slightly_Drowsy
0.2328,0.0012,-0.81,2.93,-4.02,Slightly_Drowsy
0.2455,0.001,-0.91,3.0,-3.88,Slightly_Drowsy
0.2452,0.0023,-1.06,3.03,-3.94,Slightly_Drowsy
0.2434,0.0027,-0.56,2.98,-4.22,Slightly_Drowsy
0.2354,0.0032,-1.3,2.98,-3.91,Slightly_Drowsy
0.2419,0.0024,-1.12,2.93,-3.95,Slightly_Drowsy
0.2404,0.0029,-1.1,2.96,-4.04,Slightly_Drowsy
0.2341,0.0024,-1.05,2.96,-3.83,Slightly_Drowsy
0.2446,0.0013,-0.52,2.89,-3.17,Slightly_Drowsy
0.2382,0.0015,-0.73,2.86,-3.49,Slightly_Drowsy
0.2432,0.0024,-0.94,2.91,-3.24,Slightly_Drowsy
0.2465,0.002,-1.2,2.82,-3.75,Slightly_Drowsy
0.2431,0.0018,-0.99,2.95,-3.59,Slightly_Drowsy
0.2526,0.0017,-0.84,3.02,-4.1,Slightly_Drowsy
0.2493,0.0017,-0.92,2.99,-4.12,Slightly_Drowsy
0.252,0.0028,-0.53,3.0,-3.73,Slightly_Drowsy
0.248,0.002,-0.6,2.95,-4.07,Slightly_Drowsy
0.2407,0.0022,-0.25,3.06,-4.05,Slightly_Drowsy
0.2464,0.0018,-0.97,3.06,-3.47,Slightly_Drowsy
0.2473,0.0023,-0.8,3.06,-3.94,Slightly_Drowsy
0.2506,0.0027,-0.75,3.01,-3.52,Slightly_Drowsy
0.2437,0.0022,-0.65,2.97,-3.5,Slightly_Drowsy
0.2536,0.0024,-1.06,3.09,-3.79,Slightly_Drowsy
0.2445,0.002,-0.57,2.98,-3.26,Slightly_Drowsy
0.2451,0.0015,-0.94,2.98,-4.38,Slightly_Drowsy
0.255,0.0022,-0.83,3.16,-4.57,Slightly_Drowsy
0.2506,0.0023,-0.95,2.97,-3.72,Slightly_Drowsy
0.2557,0.0024,-0.85,3.1,-4.27,Slightly_Drowsy
0.2446,0.0027,-0.99,2.95,-3.83,Slightly_Drowsy
0.2448,0.0026,-0.1,3.05,-4.88,Slightly_Drowsy
0.2375,0.0038,-0.48,3.03,-4.33,Slightly_Drowsy
0.2176,0.0034,-0.73,3.38,-3.66,Slightly_Drowsy
0.21,0.0031,-0.83,3.37,-4.37,Slightly_Drowsy
0.2079,0.0029,-1.83,3.21,-3.7,Slightly_Drowsy
0.2081,0.0024,-1.62,3.17,-2.97,Slightly_Drowsy
0.1958,0.0035,-1.0,3.02,-2.92,Slightly_Drowsy
0.1946,0.003,-0.4,3.23,-3.08,Slightly_Drowsy
0.2095,0.0029,-0.57,3.22,-3.48,Slightly_Drowsy
0.2032,0.0033,-0.74,3.01,-3.37,Slightly_Drowsy
0.2236,0.0027,-0.75,3.18,-3.8,Slightly_Drowsy
0.2267,0.0012,-1.04,2.98,-2.97,Slightly_Drowsy
0.2299,0.0025,-0.74,3.09,-4.45,Slightly_Drowsy
0.2199,0.0007,-1.21,3.09,-4.02,Slightly_Drowsy
0.2323,0.0026,-0.49,3.04,-3.62,Slightly_Drowsy
0.2258,0.0016,-0.93,2.95,-3.69,Slightly_Drowsy
0.2383,0.0021,-1.17,2.98,-3.48,Slightly_Drowsy
0.2294,0.002,-0.67,2.91,-3.61,Slightly_Drowsy
0.2337,0.0024,-0.34,2.86,-3.64,Slightly_Drowsy
0.2367,0.0012,-0.67,3.0,-4.32,Slightly_Drowsy
0.2355,0.0024,0.09,2.89,-2.01,Drowsy
0.2447,0.0015,-0.03,2.91,-2.37,Drowsy
0.2326,0.0029,-0.15,2.7,-1.83,Drowsy
0.2397,0.0018,-0.75,2.8,-3.1,Drowsy
0.2337,0.0012,-0.57,2.93,-4.08,Drowsy
0.2258,0.0015,-0.5,2.85,-3.65,Drowsy
0.226,0.0011,-0.82,2.88,-3.16,Drowsy
0.2315,0.0016,-0.69,2.8,-2.98,Drowsy
0.2196,0.0032,-0.6,2.76,-3.13,Drowsy
0.2149,0.0033,-0.87,2.93,-2.7,Drowsy
0.2129,0.002,-2.16,2.81,-2.11,Drowsy
0.2173,0.0017,-1.67,2.89,-2.82,Drowsy
0.2077,0.0026,-1.89,2.83,-2.53,Drowsy
0.2115,0.0019,-2.12,2.84,-2.49,Drowsy
0.2109,0.003,-1.27,2.8,-2.58,Drowsy
0.2207,0.0036,-1.67,2.85,-2.98,Drowsy
0.1964,0.0025,-1.53,2.87,-2.22,Drowsy
0.2105,0.002,-0.84,2.87,-2.86,Drowsy
0.2013,0.0028,-1.02,2.87,-2.15,Drowsy
0.2022,0.0027,-1.67,2.73,-1.67,Drowsy
0.2024,0.003,-1.56,2.74,-1.39,Drowsy
0.2048,0.0026,-1.28,2.82,-1.43,Drowsy
0.2084,0.0021,-1.23,2.79,-1.61,Drowsy
0.2143,0.0016,-1.12,2.82,-2.22,Drowsy
0.1973,0.0026,-1.31,2.87,-1.76,Drowsy
0.1973,0.0027,-1.13,2.91,-1.83,Drowsy
0.1954,0.002,-1.54,2.67,-1.27,Drowsy
0.2069,0.0018,-0.75,2.54,-1.04,Drowsy
0.2028,0.0028,-1.18,2.51,-1.17,Drowsy
0.2061,0.0027,3.42,-176.79,13.47,Drowsy
0.1976,0.0028,-2.18,2.66,-1.99,Drowsy
0.2024,0.0032,-1.54,2.57,-1.93,Drowsy
0.2084,0.0033,-1.09,2.57,-0.93,Drowsy
0.2132,0.0019,-1.43,2.6,-1.89,Drowsy
0.2085,0.0028,-1.1,2.8,-1.84,Drowsy
0.2115,0.002,-0.78,2.73,-2.06,Drowsy
0.2104,0.0026,-0.55,2.73,-2.03,Drowsy
0.2111,0.0019,-0.72,2.7,-1.97,Drowsy
0.2111,0.002,-0.94,2.68,-1.73,Drowsy
0.2063,0.0021,-0.87,2.72,-1.96,Drowsy
0.2049,0.0021,-1.04,2.81,-1.9,Drowsy
0.2072,0.0015,-1.12,2.83,-2.81,Drowsy
0.2026,0.0029,-0.97,2.69,-2.41,Drowsy
0.218,0.003,-0.72,2.78,-1.65,Drowsy
0.2063,0.003,-1.07,2.85,-2.26,Drowsy
0.2083,0.0026,-1.46,2.79,-2.11,Drowsy
0.2281,0.002,-1.43,2.63,-1.82,Drowsy
0.2004,0.0015,-1.36,2.76,-2.32,Drowsy
0.2091,0.0031,-1.0,2.55,-1.3,Drowsy
0.217,0.0028,-0.99,2.55,-1.35,Drowsy
0.2062,0.0038,-1.13,2.57,-1.31,Drowsy
0.2051,0.0032,-1.33,2.57,-1.58,Drowsy
0.1969,0.0026,-1.4,2.45,-1.25,Drowsy
0.2034,0.0029,-1.6,2.55,-1.37,Drowsy
0.2054,0.0028,-1.37,2.53,-1.33,Drowsy
0.2066,0.0016,-1.55,2.56,-1.13,Drowsy
0.2085,0.0021,-1.15,2.56,-1.28,Drowsy
0.1992,0.0036,-1.14,2.76,-0.22,Drowsy
0.2134,0.003,-1.08,2.72,-0.49,Drowsy
0.2078,0.0029,-2.09,2.76,-0.81,Drowsy
0.2056,0.0024,-1.91,2.6,-0.92,Drowsy
0.199,0.0029,-1.33,2.67,-1.19,Drowsy
0.2013,0.0026,-1.63,2.68,-0.86,Drowsy
0.1914,0.0026,-1.09,2.77,-1.48,Drowsy
0.2059,0.0018,-1.67,2.68,-0.74,Drowsy
0.2012,0.0026,-1.55,2.8,-1.48,Drowsy
0.2117,0.0026,-1.28,2.7,-0.51,Drowsy
0.1904,0.0018,-1.69,2.54,-0.74,Drowsy
0.2015,0.0031,-1.6,2.7,-0.59,Drowsy
0.2012,0.0028,-1.63,2.57,-0.56,Drowsy
0.1992,0.0024,-1.81,2.75,-0.88,Drowsy
0.1992,0.003,-0.73,2.83,-1.29,Drowsy
0.1916,0.0025,-1.0,2.81,-1.74,Drowsy
0.1922,0.0025,-0.95,2.76,-0.99,Drowsy
0.1959,0.0022,-0.81,2.78,-1.28,Drowsy
0.2038,0.0024,-1.06,2.87,-1.34,Drowsy
0.2012,0.0026,-1.2,2.93,-2.01,Drowsy
0.1931,0.0038,-1.54,2.62,-1.41,Drowsy
0.1953,0.0018,-1.41,2.62,-2.14,Drowsy
0.1922,0.0017,-1.21,2.7,-2.59,Drowsy
0.1925,0.0023,-1.27,2.8,-2.34,Drowsy
0.1948,0.0031,-0.96,2.71,-2.42,Drowsy
0.2095,0.001,-1.9,2.72,-2.21,Drowsy
0.2106,0.0018,-1.16,2.83,-2.06,Drowsy
0.2291,0.002,-0.63,2.7,-2.58,Drowsy
0.2488,0.0029,-0.05,2.71,-2.36,Drowsy
0.2489,0.0028,-0.33,2.52,-2.68,Drowsy
0.2684,0.0029,-0.3,2.71,-2.63,Drowsy
0.2857,0.003,0.27,2.64,-2.28,Drowsy
0.2775,0.0023,0.06,2.68,-1.49,Drowsy
0.2994,0.002,0.2,2.58,-1.34,Drowsy
0.3054,0.0027,0.4,2.55,-0.84,Drowsy
0.2991,0.0026,0.4,2.65,-1.3,Drowsy
0.3051,0.0022,0.75,2.6,-0.46,Drowsy
0.3046,0.0024,1.35,2.66,-0.85,Drowsy
0.3024,0.0032,1.91,2.63,-1.09,Drowsy
0.2985,0.0034,1.31,2.71,-1.67,Drowsy
0.3057,0.0015,0.98,2.68,-2.05,Drowsy
0.3057,0.0014,0.94,2.67,-1.82,Drowsy
0.3119,0.0029,1.07,2.58,-1.15,Drowsy
0.3029,0.0016,1.01,2.63,-0.71,Drowsy
0.298,0.0018,0.27,2.65,-0.7,Drowsy
0.3095,0.002,1.0,2.78,-1.45,Drowsy
0.3158,0.0015,0.37,2.8,-1.29,Drowsy
0.3153,0.002,0.3,2.74,-1.52,Drowsy
0.3165,0.0025,0.78,2.78,-1.92,Drowsy
0.3143,0.0019,0.27,2.81,-1.24,Drowsy
0.3162,0.0031,0.5,2.76,-1.36,Drowsy
0.3107,0.0029,0.3,2.85,-1.91,Drowsy
0.3142,0.0027,-0.08,2.62,-1.72,Drowsy
0.3142,0.0025,0.01,2.63,-1.78,Drowsy
0.3012,0.0031,0.67,2.7,-1.19,Drowsy
0.3086,0.0034,-0.16,2.74,-2.36,Drowsy
0.3017,0.0036,0.13,2.71,-1.38,Drowsy
0.3071,0.0035,0.95,2.72,-0.82,Drowsy
0.3146,0.0023,0.43,2.55,-1.41,Drowsy
0.3023,0.002,0.29,2.63,-0.77,Drowsy
0.3155,0.0015,0.89,2.65,-1.82,Drowsy
0.3044,0.0019,0.06,2.66,-1.56,Drowsy
0.3051,0.003,0.55,2.69,-1.76,Drowsy
0.3017,0.0028,0.9,2.64,-1.29,Drowsy
0.2982,0.0016,0.3,2.74,-1.91,Drowsy
0.3018,0.002,0.19,2.69,-1.69,Drowsy
0.3027,0.0024,0.3,2.75,-1.87,Drowsy
0.306,0.0019,0.48,2.67,-1.88,Drowsy
0.3126,0.0029,0.16,2.77,-2.92,Drowsy
0.3065,0.0029,0.84,2.87,-2.19,Drowsy
0.3027,0.0031,0.47,2.66,-2.19,Drowsy
0.298,0.0033,1.11,2.78,-1.45,Drowsy
0.3063,0.0038,1.22,2.87,-1.59,Drowsy
0.2908,0.0025,0.4,2.82,-1.09,Drowsy
0.2983,0.0032,0.48,2.8,-1.42,Drowsy
0.2897,0.0022,0.1,3.06,-1.22,Drowsy
0.3065,0.0036,0.68,2.89,-1.68,Drowsy
0.3005,0.0034,0.63,2.88,-1.42,Drowsy
0.3005,0.0033,0.47,2.92,-1.38,Drowsy
0.3012,0.0015,-0.02,2.79,-1.68,Drowsy
0.3024,0.0021,0.04,2.94,-1.76,Drowsy
0.3012,0.0028,0.92,3.03,-2.14,Drowsy
0.3032,0.0026,0.86,2.89,-1.0,Drowsy
0.3058,0.003,0.51,2.89,-1.14,Drowsy
0.3157,0.0014,0.28,2.78,-1.61,Drowsy
0.2942,0.0028,0.5,2.67,-1.83,Drowsy
0.3103,0.0034,0.38,2.81,-2.1,Drowsy
0.2981,0.0034,0.38,2.75,-1.88,Drowsy
0.2959,0.0025,0.44,2.88,-1.74,Drowsy
0.3056,0.0029,0.66,2.92,-1.8,Drowsy
0.3018,0.0035,0.7,2.94,-1.38,Drowsy
0.2982,0.0026,-0.38,2.78,-1.64,Drowsy
0.298,0.0024,0.67,2.91,-2.01,Drowsy
0.2975,0.0033,0.5,2.83,-1.52,Drowsy
0.2925,0.0032,0.8,2.87,-1.71,Drowsy
0.2973,0.0028,-0.11,2.93,-1.46,Drowsy
0.2868,0.0037,0.57,2.89,-1.05,Drowsy
0.2989,0.0028,0.66,2.98,-1.87,Drowsy
0.305,0.0042,0.25,2.92,-1.91,Drowsy
0.298,0.004,0.32,2.84,-2.09,Drowsy
0.3116,0.0028,0.25,3.1,-1.82,Drowsy
0.3005,0.0037,0.52,2.83,-1.3,Drowsy
0.2999,0.0037,0.48,2.87,-1.56,Drowsy
0.3054,0.0017,0.5,2.97,-1.8,Drowsy
0.2919,0.0025,0.02,2.96,-2.28,Drowsy
0.3024,0.0026,0.62,2.96,-1.92,Drowsy
0.2884,0.0039,1.0,2.88,-1.53,Drowsy
0.2884,0.0039,0.35,2.89,-1.82,Drowsy
0.3051,0.0034,0.71,2.97,-2.83,Drowsy
0.2958,0.0034,0.2,2.95,-2.25,Drowsy
0.2991,0.0038,0.15,3.01,-1.78,Drowsy
0.314,0.0026,0.36,2.87,-1.41,Drowsy
0.3084,0.0027,0.45,2.96,-1.0,Drowsy
0.2917,0.0021,0.43,2.99,-0.42,Drowsy
0.2948,0.0021,0.37,3.1,-0.55,Drowsy
0.315,0.002,1.02,3.22,-1.36,Drowsy
0.3091,0.0027,0.96,3.28,-0.96,Drowsy
0.3118,0.0016,0.37,3.17,-0.79,Drowsy
0.3118,0.0024,0.71,3.13,-0.38,Drowsy
0.3118,0.003,0.54,3.09,-0.04,Drowsy
0.3201,0.0019,0.47,3.1,-0.54,Drowsy
0.3204,0.0021,1.36,3.19,-1.01,Drowsy
0.3108,0.0024,0.96,3.15,-1.08,Drowsy
0.3108,0.0021,0.83,3.21,-0.82,Drowsy
0.3167,0.0015,1.06,3.26,-0.81,Drowsy
0.3167,0.001,0.62,3.31,-0.89,Drowsy
0.3167,0.0013,0.63,3.28,-0.76,Drowsy
